question_idx,question,answer,context,title,keyword,article_url
body-part_1591,Tụy ngoại tiết có chức năng gì?,Tuyến ngoại tiết của tụy có chức năng tiết dịch tiêu hóa.,"Tuyến tụy gồm 2 phần: - Tụy ngoại tiết (acini): tiết dịch tiêu hóa.
- Tụy nội tiết (đảo Langerhans): tiết hormon insulin, glucagon, somatostatin. Đảo tụy Langerhans chứa 3 loại tế bào chính: - Tế bào beta (60%): insulin.
- Tế bào alpha (25%): glucagon.
- Delta (10%): somatostatin.",Cấu tạo insulin - Cấu tạo tuyến tụy,Insulin,https://youmed.vn/tin-tuc/insulin-ban-da-thuc-su-hieu-ro-hay-chua/
body-part_250,Bệnh tiểu đường có thể ảnh hưởng đến bàn chân như thế nào?,Những người mắc bệnh tiểu đường dễ bị nhiễm trùng bàn chân.,"Những người mắc bệnh tiểu đường dễ bị nhiễm trùng bàn chân. Những người mắc bệnh tiểu đường nên kiểm tra hàng ngày. Xem có bất kỳ tổn thương hoặc dấu hiệu phát triển nhiễm trùng nào như đỏ, ấm, sưng và đau. Trường hợp nhiễm trùng nặng có thể dẫn tới đoạn chi. Khi bị đái tháo đường, sẽ có nhiều glucose (đường) bị tích tụ trong máu trong một thời gian dài. Nó có thể gây ra một số biến chứng nghiêm trọng, bao gồm vấn đề về biến chứng bàn chân đái tháo đường. Như vậy, chúng ta đã cùng tìm hiểu những thông tin thú vị về cấu tạo của bàn chân. Đó là một cấu trúc kì diệu mà tạo hóa đã ban tặng cho loài người. Cũng như điểm qua một số bệnh lý thường gặp. Hy vọng bạn đọc đã có những kiến thức hữu ích từ bài viết. Hãy cùng đồng hành cùng YouMed trong những bài viết tiếp theo nhé! ",Một số bệnh lý thường gặp - Bàn chân đái tháo đường,Bàn chân,https://youmed.vn/tin-tuc/ban-chan-mot-cau-truc-ki-dieu-cua-tao-hoa/
disease_9447,So sánh tỷ lệ mắc tiên đái tháo đường so với đái tháo đường ở Việt Nam bạn sẽ thấy điều gì?,"Tỷ lệ người mắc bệnh tiền đái tháo đường tại Việt Nam gấp 1,4 lần so với số người mắc bệnh đái tháo đường.","Theo International Diabetes Federation – IDF (Liên đoàn Đái tháo đường quốc tế) năm 2019, toàn thế giới có 373,9 triệu người trong độ tuổi từ 20 – 79 có RLDNG (tương ứng khoảng 7,5%). Dự báo đến năm 2045, con số này sẽ tăng lên 548,4 triệu (8,6%), trong đó gần một nửa bệnh nhân (khoảng 48,1%) dưới 50 tuổi.4 Tại Việt Nam, cũng theo báo cáo của IDF 2019, tỉ lệ người bị RLDNG chiếm 8,6%, tương đương 5,3 triệu người, gấp 1,4 lần so với bệnh nhân ĐTĐ.1",Tiền đái tháo đường là gì? - Tỷ lệ tiền đái tháo đường,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_9458,Nồng độ đường huyết đói nào được coi là chẩn đoán người tiền tiểu đường?,"Đường huyết đói từ 100 mg/dL đến 125 mg/dL (5,6 mmol/L đến 6,9 mmol/L).","Các xét nghiệm có thể được chỉ định bao gồm: 1. Xét nghiệm định lượng nồng độ Hemoglobin A1c (HbA1c) Xét nghiệm này cho biết mức đường huyết trung bình của bạn trong vòng 2 – 3 tháng qua. Khi thực hiện xét nghiệm này, bạn không cần nhịn đói và có thể thực hiện bất cứ thời điểm nào trong ngày. Kết quả: - HbA1c < 5,7% là bình thường
- HbA1c từ 5,7% đến 6,4% được chẩn đoán là tiền tiểu đường.
- HbA1c ≥ 6,5% trong 2 mẫu xét nghiệm riêng biệt giúp chẩn đoán đái tháo đường. Lưu ý: HbA1c không có giá trị để chẩn đoán và theo dõi, nếu có một trong các tình huống sau:1 - Bệnh hồng cầu hình liềm.
- Thai kỳ (3 tháng giữa và 3 tháng cuối thai kỳ và giai đoạn hậu sản).
- Thiếu men glucose-6-phosphate dehydrogenase (G6PD).
- Nhiễm HIV.
- Lọc máu.
- Mới bị mất máu hoặc truyền máu.
- Đang điều trị với erythropoietin ở bệnh nhân suy thận mạn. 2. Xét nghiệm đường huyết đói Đường huyết đói là lượng đường trong máu được đo sau khi bạn nhịn ăn (không nhập calo vào cơ thể, hay nói cách khác là không ăn hoặc uống gì ngoại trừ nước lọc/nước tinh khiết) trong ít nhất 8 giờ. Do đó, bạn cần phải nhịn đói qua một đêm, trước khi lấy máu tĩnh mạch để thực hiện xét nghiệm này. Kết quả đường huyết được biểu thị bằng đơn vị mg/dL hoặc mmol/L tùy cơ sở xét nghiệm. - Đường huyết đói < 100 mg/dL (5,6 mmol/L) là bình thường.
- Đường huyết đói từ 100 mg/dL đến 125 mg/dL (5,6 mmol/L đến 6,9 mmol/L) được chẩn đoán là tiền đái tháo đường.
- Đường huyết đói ≥ 126 mg/dL (7,0 mmol/L) trong hai mẫu xét nghiệm riêng biệt giúp chẩn đoán đái tháo đường. 3. Nghiệm pháp dung nạp glucose Xét nghiệm này ít được sử dụng hơn các xét nghiệm khác, ngoại trừ khi đang mang thai. Khoảng 2 – 3 ngày trước khi thực hiện nghiệm pháp, bạn cần ăn chế độ ăn có 200 – 300 g carbohydrate mỗi ngày. Trước ngày làm xét nghiệm, bạn cần nhịn ăn qua đêm và sau đó uống 75 g glucose hòa tan trong 250 – 300 ml nước, uống trong 5 phút tại cơ sở xét nghiệm. Đường huyết sẽ được đo sau đó 2 giờ. Kết quả: - Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose < 140 mg/dL (7,8 mmol/L) là bình thường.
- Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose từ 140 đến 199 mg/dL (7,8 đến 11,0 mmol/L) phù hợp với chẩn đoán tiền đái tháo đường.
- Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose ≥ 200 mg/dL (11,1 mmol/L) giúp chẩn đoán đái tháo đường. Chỉ định làm nghiệm pháp dung nạp glucose khi: Đường huyết đói < 100 mg/dL (5,6 mmol/L), hoặc HbA1c < 5,7% ở người có kèm theo các nguy cơ tiền tiểu đường, hay ĐTĐ được đề cập ở trên (do nghiệm pháp dung nạp glucose giúp chẩn đoán tiền ĐTĐ và ĐTĐ nhạy hơn).1",Chẩn đoán tiền đái tháo đường - Các xét nghiệm chẩn đoán3,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_93,Các biện pháp giúp vết loét nhanh lành bao gồm những thủ thuật?,"Các biện pháp giúp vết loét nhanh lành gồm: tuân thủ chế độ dinh dưỡng lành mạnh, tăng cường luyện tập thể dục và cần nghiêm ngặt bỏ thuốc lá","Bên cạnh những điều trị đặc hiệu trên vết thương, thì bệnh nhân cũng cần phải điều trị các vấn đề khác như ổn định đường huyết, ổn định huyết áp, ổn định lipid máu, cũng như điều trị bệnh mạch máu ngoại biên, bệnh thần kinh ngoại biến nếu có. Kiểm soát đường huyết Nếu nồng độ đường huyết nằm trong mục tiêu, vi khuẩn sẽ không có điều kiện thuận lợi để phát triển. Từ đó giúp cơ thể chống lại tình trạng nhiễm trùng tốt hơn. Chế độ ăn lành mạnh Thực hiện chế độ ăn uống lành mạnh góp phần giúp kiểm soát đường huyết. Từ đó tránh xuất hiện vết loét, cũng như dễ chữa lành hơn nếu vết loét xảy ra. Người bệnh nên tránh các loại carbohydrate hấp thụ nhanh như: nước ngọt có ga, nước ép trái cây, nước đường… Ăn nhiều protein có thể giúp vết thương nhanh lành hơn. Ngoài ra, nên tăng cường bổ sung các loại rau củ có chứa vitamin A và vitamin C; vì những chất dinh dưỡng này rất quan trọng để chữa lành vết thương, và có thể tăng cường hệ thống miễn dịch của bạn. Tập thể dục Đừng để nỗi sợ bị thương khiến bạn không tập thể dục. Tập thể dục là một phần quan trọng trong việc kiểm soát đường huyết. Tập thể dục thường xuyên giúp cải thiện mức độ nhạy cảm insulin của cơ thể. Từ đó giảm nhu cầu sử dụng insulin và kiểm soát đường huyết tốt hơn. Tuy nhiên, không nên vận động quá mạnh và tránh tiếp xúc quá nhiều ở vị trí có vết loét, vì sẽ làm gia tăng áp lực nơi đó dẫn đến ảnh hưởng quá trình lành vết thương. Bỏ hút thuốc lá Hút thuốc lá làm giảm vận chuyển oxy đến tế bào và cũng làm rối loạn hệ thống miễn dịch. Đồng thời tăng khả năng biến chứng bệnh động mạch ngoại biên, gây thiếu máu nuôi.",Điều trị loét chân ở bệnh nhân đái tháo đường - Điều trị khác,Biến chứng tiểu đường gây loét da,https://youmed.vn/tin-tuc/bien-chung-tieu-duong-gay-loet-da/
disease_9450,Những yếu tố nào gia tăng nguy cơ chuyển từ tiền đái tháo đường sang đái tháo đường?,"Các yếu tố nguy cơ khác như rối loạn đường huyết đói, rối loạn dung nạp glucose, HbA1c cao từ 5,7 – 6,4%, có các yếu tố nguy cơ khác như béo phì, ít vận động, tiền sử gia đình mắc ĐTĐ, hội chứng buồng trứng đa nang... có thể làm tăng tỷ lệ chuyển từ tiền ĐTĐ sang ĐTĐ lên đến 30% mỗi năm.","Tầm soát tiền tiểu đường được khuyến khích vì giúp dự đoán trước khả năng có thể chuyển sang ĐTĐ típ 2 thật sự. Có từ 5 – 10% đối tượng tiền ĐTĐ chuyển sang ĐTĐ mỗi năm, so với 2% trong dân số chung có nồng độ đường huyết bình thường. Những đối tượng kết hợp cả rối loạn đường huyết đói và rối loạn dung nạp glucose sẽ chuyển sang ĐTĐ với tỷ lệ cao hơn đối tượng chỉ có rối loạn đường huyết đói đơn thuần. Mỗi năm có khoảng 5% đối tượng tiền tiểu đường với HbA1c từ 5,7 – 6% chuyển sang ĐTĐ. Nếu HbA1c từ 6,1-6,4% thì tỷ lệ này sẽ là 10%. Nếu có thêm các yếu tố nguy cơ khác thì tỷ lệ chuyển từ tiền ĐTĐ sang ĐTĐ có thể lên đến 30% mỗi năm. Những yếu tố nguy cơ cần tầm soát tiền ĐTĐ sẽ được đề cập chi tiết bên dưới.",Tiền đái tháo đường là gì? - Tầm soát tiền đái tháo đường2,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_9457,Nồng độ HbA1c nào được coi là chẩn đoán người tiền tiểu đường?,"HbA1c từ 5,7% đến 6,4%.","Các xét nghiệm có thể được chỉ định bao gồm: 1. Xét nghiệm định lượng nồng độ Hemoglobin A1c (HbA1c) Xét nghiệm này cho biết mức đường huyết trung bình của bạn trong vòng 2 – 3 tháng qua. Khi thực hiện xét nghiệm này, bạn không cần nhịn đói và có thể thực hiện bất cứ thời điểm nào trong ngày. Kết quả: - HbA1c < 5,7% là bình thường
- HbA1c từ 5,7% đến 6,4% được chẩn đoán là tiền tiểu đường.
- HbA1c ≥ 6,5% trong 2 mẫu xét nghiệm riêng biệt giúp chẩn đoán đái tháo đường. Lưu ý: HbA1c không có giá trị để chẩn đoán và theo dõi, nếu có một trong các tình huống sau:1 - Bệnh hồng cầu hình liềm.
- Thai kỳ (3 tháng giữa và 3 tháng cuối thai kỳ và giai đoạn hậu sản).
- Thiếu men glucose-6-phosphate dehydrogenase (G6PD).
- Nhiễm HIV.
- Lọc máu.
- Mới bị mất máu hoặc truyền máu.
- Đang điều trị với erythropoietin ở bệnh nhân suy thận mạn. 2. Xét nghiệm đường huyết đói Đường huyết đói là lượng đường trong máu được đo sau khi bạn nhịn ăn (không nhập calo vào cơ thể, hay nói cách khác là không ăn hoặc uống gì ngoại trừ nước lọc/nước tinh khiết) trong ít nhất 8 giờ. Do đó, bạn cần phải nhịn đói qua một đêm, trước khi lấy máu tĩnh mạch để thực hiện xét nghiệm này. Kết quả đường huyết được biểu thị bằng đơn vị mg/dL hoặc mmol/L tùy cơ sở xét nghiệm. - Đường huyết đói < 100 mg/dL (5,6 mmol/L) là bình thường.
- Đường huyết đói từ 100 mg/dL đến 125 mg/dL (5,6 mmol/L đến 6,9 mmol/L) được chẩn đoán là tiền đái tháo đường.
- Đường huyết đói ≥ 126 mg/dL (7,0 mmol/L) trong hai mẫu xét nghiệm riêng biệt giúp chẩn đoán đái tháo đường. 3. Nghiệm pháp dung nạp glucose Xét nghiệm này ít được sử dụng hơn các xét nghiệm khác, ngoại trừ khi đang mang thai. Khoảng 2 – 3 ngày trước khi thực hiện nghiệm pháp, bạn cần ăn chế độ ăn có 200 – 300 g carbohydrate mỗi ngày. Trước ngày làm xét nghiệm, bạn cần nhịn ăn qua đêm và sau đó uống 75 g glucose hòa tan trong 250 – 300 ml nước, uống trong 5 phút tại cơ sở xét nghiệm. Đường huyết sẽ được đo sau đó 2 giờ. Kết quả: - Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose < 140 mg/dL (7,8 mmol/L) là bình thường.
- Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose từ 140 đến 199 mg/dL (7,8 đến 11,0 mmol/L) phù hợp với chẩn đoán tiền đái tháo đường.
- Đường huyết 2 giờ sau nghiệm pháp dung nạp 75g glucose ≥ 200 mg/dL (11,1 mmol/L) giúp chẩn đoán đái tháo đường. Chỉ định làm nghiệm pháp dung nạp glucose khi: Đường huyết đói < 100 mg/dL (5,6 mmol/L), hoặc HbA1c < 5,7% ở người có kèm theo các nguy cơ tiền tiểu đường, hay ĐTĐ được đề cập ở trên (do nghiệm pháp dung nạp glucose giúp chẩn đoán tiền ĐTĐ và ĐTĐ nhạy hơn).1",Chẩn đoán tiền đái tháo đường - Các xét nghiệm chẩn đoán3,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_9442,Tiền đái tháo đường là gì?,Tiền ĐTĐ là giai đoạn trung gian giữa người bình thường và đái tháo đường típ 2.,"Tiền ĐTĐ là giai đoạn trung gian giữa người bình thường và đái tháo đường típ 2. Tiền ĐTĐ sẽ tăng nguy cơ bệnh lý tim mạch và nguy cơ chuyển sang ĐTĐ trong tương lai. Khoảng 5 – 10% bệnh nhân tiền ĐTĐ sẽ trở thành ĐTĐ hàng năm, và tổng cộng 70% bệnh nhân tiền ĐTĐ sẽ thành ĐTĐ thực sự. Nếu bạn được chẩn đoán tiền ĐTĐ, các biến chứng mạn tính của bệnh ĐTĐ – đặc biệt là đối với tim, mạch máu và thận – có thể đã bắt đầu. Tuy nhiên, có một tin tốt rằng, quá trình tiến triển từ tiền tiểu đường thành ĐTĐ típ 2 không phải là không thể tránh khỏi.3",Tiền đái tháo đường là gì? - Thời gian từ tiền đái tháo đường chuyển thành đái tháo đường,Tiền đái tháo đường,https://youmed.vn/tin-tuc/tien-dai-thao-duong/
disease_15317,Kiểm tra mạch máu võng mạc và điện cơ cần thực hiện bao lâu một lần?,Khoảng 2 đến 3 năm.,"- Mỗi tháng kiểm tra cân nặng, huyết áp, đường huyết, đường niệu.
- Mỗi 3 tháng kiểm tra tim mạch, thận, chân, mỡ máu.
- 6 tháng kiểm tra mắt.
- Mỗi năm: cấy nước tiểu, kiểm tra đạm trong nước tiểu.
- 2-3 năm: kiểm tra mạch máu võng mạc, điện cơ.",Tầm soát các biến chứng,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_15351,Tại sao phụ nữ bị tiểu đường thai kỳ có nguy cơ mắc đái tháo đường típ 2 cao hơn người bình thường?,"Người ta cho rằng nồng độ cao của các hormone như estrogen, progesterone, cortisol, prolactin, lactogen trong thời kỳ mang thai của người mẹ đã ảnh hưởng đến chức năng tế bào beta và độ nhạy insulin.","Loại này phát triển trong thời kỳ mang thai ở một số phụ nữ. Bệnh tiểu đường thai kỳ thường khỏi sau khi mang thai. Tuy nhiên, nếu bị tiểu đường thai kỳ, tỷ lệ mắc đái tháo đường típ 2 sau này cao hơn hẳn so với người bình thường. Người ta cho rằng nồng độ cao của các hormone như estrogen, progesterone, cortisol, prolactin, lactogen trong thời kỳ mang thai của người mẹ đã ảnh hưởng đến chức năng tế bào beta và độ nhạy insulin.",Nguyên nhân bệnh tiểu đường - Đái tháo đường thai kỳ,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_15384,Nêu 3 xét nghiệm sàng lọc phát hiện đái tháo đường típ 1.,"Xét nghiệm phát hiện tự kháng thể với insulin, xét nghiệm axit glutamic decarboxylase (GAD), và xét nghiệm kháng thể kháng tiểu đảo tụy.","- Về lâm sàng: bệnh nhân thường trẻ, khởi phát triệu chứng rầm rộ, và thường không thừa cân. Tuy nhiên, theo thời gian, ngày càng nhiều bệnh nhân được ghi nhận không có các biểu hiện điển hình như trên. Vì vậy, các xét nghiệm hỗ trợ là cực kỳ cần thiết.
- Về xét nghiệm: sử dụng các xét nghiệm sàng lọc phát hiện tự kháng thể với insulin, axit glutamic decarboxylase (GAD), kháng thể kháng tiểu đảo tụy…",Chẩn đoán đái tháo đường - Đái tháo đường típ 1,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_9540,"Trong bệnh đái tháo đường thai kỳ, dấu hiệu phổ biến là gì?","Các dấu hiệu phổ biến ở người bệnh đái tháo đường thai kỳ bao gồm thường khát nước, thường đói và ăn nhiều hơn, đi tiểu nhiều lần trong ngày, nước tiểu có mùi lạ và thường bị kiến bu, cảm thấy mệt mỏi, sụt cân không rõ nguyên nhân, các vết thương khó lành và vùng âm đạo thường cảm thấy khó chịu và ngứa ngáy.","Đái tháo đường thai kỳ thường không có các triệu chứng điển hình. Do đó, mẹ bầu và người thân cần theo dõi các dấu hiệu bất thường để kịp thời thông báo cho cơ sở y tế. Một số biểu hiện phổ biến ở người bệnh như sau: - Thường khát nước.
- Thường đói và ăn nhiều hơn.
- Đi tiểu nhiều lần trong ngày, nước tiểu có mùi lạ và thường bị kiến bu.
- Cảm thấy mệt mỏi.
- Sụt cân không rõ nguyên nhân.
- Các vết thương khó lành.
- Vùng âm đạo thường cảm thấy khó chịu và ngứa ngáy. Một số dấu hiệu tiểu đường thai kỳ khá giống với biểu hiện của phụ nữ khi mang thai. Do đó, để có kết quả chính xác, mẹ nên liên hệ bác sĩ để được xét nghiệm và chẩn đoán cụ thể.",Dấu hiệu nhận biết,Tiểu đường thai kỳ (Đái tháo đường thai kỳ),https://youmed.vn/tin-tuc/nguyen-nhan-tieu-duong-thai-ky/
disease_900,Bệnh thận mạn có triệu chứng căn nguyên gì?,"Tăng huyết áp, đái tháo đường.",,"Triệu chứng - Triệu chứng bệnh căn nguyên: tăng huyết áp, đái tháo đường",Bệnh thận mạn,https://youmed.vn/tin-tuc/benh-than-man-dien-tien-am-tham-khong-duoc-chu-quan/
disease_15354,Đái tháo đường loại nào có các triệu chứng gần giống nhau?,Dấu hiệu đái tháo đường loại nào cũng có thể có các triệu chứng rất giống nhau.,"Các loại bệnh tiểu đường có thể có các triệu chứng rất giống nhau, nếu lượng đường trong máu tăng cao đáng kể. Khi mức đường huyết tăng trên 160 – 180 mg/dL (8,9 – 10,0 mmol/L), glucose sẽ không được thận hấp thu hết mà bắt đầu xuất hiện trong nước tiểu. Khi lượng glucose trong nước tiểu tăng cao, thận sẽ bài tiết thêm nước để làm loãng lượng glucose này. Do thận sản xuất lượng nước tiểu nhiều, những người mắc bệnh tiểu đường sẽ thường xuyên đi tiểu với thể tích lớn hơn bình thường. Đi tiểu nhiều tạo ra cảm giác khát tăng dần buộc họ phải uống nước. Bên cạnh đó, bởi vì quá nhiều calo bị mất trong nước tiểu, người bệnh có thể sụt cân. Và để bù lại, họ thường cảm thấy đói và ăn nhiều hơn. Từ đó, có thể thấy các triệu chứng cụ thể của mức đường huyết tăng cao bao gồm: - Cảm giác khát tăng dần gây uống nhiều.
- Tiểu nhiều.
- Sụt cân.
- Ăn nhiều.
- Mệt mỏi. Ngoài ra còn có thể xuất hiện các triệu chứng do biến chứng mạch máu và thần kinh của đái tháo đường như: - Tê hoặc châm chích ở bàn tay hoặc bàn chân.
- Biến dạng bàn chân.
- Lâu lành vết thương.
- Nhiễm trùng không rõ nguyên nhân…",Dấu hiệu đái tháo đường,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_72,Loét da ở bệnh nhân tiểu đường thường gặp ở những vị trí nào trên cơ thể?,"Vết loét da ở bệnh nhân tiểu đường thường quan sát thấy ở chân của bệnh nhân, còn gọi là biến chứng loét chân ở bệnh nhân ĐTĐ hay bệnh lý bàn chân đái tháo đường.","Vết loét da ở bệnh nhân tiểu đường (hay còn gọi là đái tháo đường – ĐTĐ) là một trong các biến chứng phổ biến và dễ quan sát thấy. Thường gặp ở cả bệnh nhân đái tháo đường típ 1 và đái tháo đường típ 2. Đây là những vết thương hở thường quan sát thấy ở chân của bệnh nhân ĐTĐ. Do đó được gọi là biến chứng loét chân ở bệnh nhân ĐTĐ hay bệnh lý bàn chân đái tháo đường. Bệnh lý bàn chân ĐTĐ là một trong những biến chứng nghiêm trọng nhất của bệnh ĐTĐ. Ước tính có khoảng 15% bệnh nhân ĐTĐ sẽ bị loét chân trong suốt thời gian mắc bệnh.1 Loét chân nếu không được điều trị có thể dẫn đến những biến chứng nguy hiểm như nhiễm trùng bàn chân, biến dạng bàn chân, hoại tử ngón chân – bàn chân… Biến chứng tiểu đường gây loét da chân là nguyên nhân phổ biến nhất gây ra tình trạng cắt cụt chi dưới không do chấn thương hiện nay. Nguy cơ cắt cụt chi dưới ở bệnh nhân ĐTĐ cao hơn từ 15 đến 46 lần so với những người không mắc ĐTĐ. Ngoài ra, các biến chứng bàn chân ĐTĐ cũng gây ra tỷ lệ tái loét cao.2 Xem thêm: Tiểu đường và những biến chứng nguy hiểm",Tổng quan về tình trạng biến chứng tiểu đường gây loét da,Biến chứng tiểu đường gây loét da,https://youmed.vn/tin-tuc/bien-chung-tieu-duong-gay-loet-da/
disease_15299,"Trong xét nghiệm đường huyết, máu được lấy vào thời điểm nào?",Máu được lấy vào buổi sáng sau khi nhịn đói qua đêm.,"Máu được lấy vào buổi sáng sau khi nhịn đói qua đêm. Thông thường, lượng đường trong máu nằm trong khoảng từ 70-100mg/dl. Ở bệnh nhân đái tháo đường, đường huyết đói thường lớn hơn hoặc bằng 126mg/dl.",Chẩn đoán đái tháo đường type 1 như thế nào? - Xét nghiệm đường huyết lúc đói,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_15331,Những triệu chứng của đái tháo đường type 2 thường gặp bao gồm những gì?,"Thường xuyên khát nước, đi tiểu nhiều; Đói liên tục; Mệt mỏi, chóng mặt; Nhìn mờ; Khô miệng; Ngứa ngáy ngoài da.","Các biểu hiện của tiểu đường type 2 thường không rầm rộ như đái tháo đường type 1. Bệnh thường tiến triển âm thầm ở giai đoạn đầu. Vì thế, các triệu chứng ban đầu có thể dễ dàng bị lờ đi. Khi mắc bệnh đái tháo đường type 2, cơ thể không thể sử dụng đường một cách hiệu quả để tạo năng lượng. Nó buộc phải tận dụng những nguồn năng lượng thay thế khác lấy từ mô, cơ bắp,… Đây chính là nguyên nhân làm xuất hiện các triệu chứng điển hình của tiểu đường type 2. Những triệu chứng thường gặp của đái tháo đường type 2 bao gồm: - Thường xuyên khát nước, đi tiểu nhiều;
- Đói liên tục;
- Mệt mỏi, chóng mặt;
- Nhìn mờ;
- Khô miệng;
- Ngứa ngáy ngoài da. Càng về sau, các triệu chứng tiểu đường sẽ càng trầm trọng hơn. Nếu lượng đường trong cơ thể cứ tăng cao trong thời gian dài, sẽ xuất hiện các triệu chứng nặng hơn như: vết thương lâu lành; xuất hiện vùng da tối màu; đau tê bàn chân, các đầu ngón tay, ngón chân,… Bạn có thể tìm hiểu thêm: Tìm hiểu về xét nghiệm tiểu đường và tầm soát đái tháo đường type 2",Triệu chứng đái tháo đường type 2,Đái tháo đường type 2,https://youmed.vn/tin-tuc/nhung-dieu-can-biet-ve-dai-thao-duong-type-2/
disease_15305,Phải xét nghiệm đường huyết bất kỳ trong trường hợp nào để chẩn đoán đái tháo đường type 1?,Phải xét nghiệm đường huyết bất kỳ khi có triệu chứng của bệnh đái tháo đường và đường trong máu bất kỳ lớn hơn hoặc bằng 200mg/dl.,Đường trong máu bất kì lớn hơn hoặc bằng 200mg/dl kèm với triệu chứng của bệnh đái tháo đường có thể giúp chẩn đoán,Chẩn đoán đái tháo đường type 1 như thế nào? - Xét nghiệm đường huyết bất kì,Đái tháo đường type 1,https://youmed.vn/tin-tuc/dai-thao-duong-tuyp-1/
disease_2886,Tại sao người mắc bệnh tiểu đường dễ bị hạ đường huyết?,"Người mắc bệnh tiểu đường thiếu hụt hoàn toàn insulin hoặc có insulin nhưng ít đáp ứng với nó. Do đó, glucose tích tụ trong máu nhiều và có thể đạt đến mức cao nguy hiểm.","Những người mắc bệnh tiểu đường thiếu hụt hoàn toàn insulin (đái tháo đường 1). Hoặc vẫn có insulin nhưng có thể ít đáp ứng với nó (đái tháo đường 2). Do đó, glucose có xu hướng tích tụ trong máu và có thể đạt đến mức cao nguy hiểm. Để khắc phục vấn đề này, người mắc bệnh tiểu đường có thể dùng insulin hoặc các loại thuốc để giảm lượng đường trong máu. Nhưng quá nhiều insulin hoặc các loại thuốc điều trị tiểu đường có thể khiến lượng đường trong máu xuống quá thấp. Từ đó gây hạ đường trong máu. Hạ đường huyết cũng có thể xảy ra nếu người bệnh ăn uống quá ít trong khi dùng thuốc trị tiểu đường, hoặc tập thể dục nhiều hơn bình thường.",Nguyên nhân là gì? - Nguyên nhân hạ đường thường gặp trên bệnh nhân đái tháo đường,Hạ đường huyết,https://youmed.vn/tin-tuc/ha-duong-huyet-nguyen-nhan-trieu-chung-va-cach-xu-tri/
disease_15382,"Sau khi nhận được chẩn đoán, bệnh nhân tiểu đường cần làm gì?","Sau khi nhận được chẩn đoán, người bệnh tiểu đường cần theo dõi y tế một cách chặt chẽ cho đến khi lượng đường trong máu ổn định.","Người bệnh nên đến gặp bác sĩ để được chẩn đoán và điều trị kịp thời bệnh tiểu đường. Khi nhận thấy các bất thường của cơ thể, hay các dấu hiệu đã liệt kê ở phần trên, bạn nên liên hệ ngay với bác sĩ để nhận được sự tư vấn và thăm khám kịp thời. Sau khi nhận được chẩn đoán, người bệnh sẽ cần theo dõi y tế một cách chặt chẽ cho đến khi lượng đường trong máu ổn định.",Khi nào cần gặp bác sĩ?,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
disease_9551,Tiểu đường thai kỳ thường khởi phát khi nào?,Tiểu đường thai kỳ thường khởi phát trong khoảng từ tuần thứ 24 đến 28 của thai kỳ.,"Khi mang thai, một số phụ nữ gặp vấn đề về lượng đường trong máu tăng cao, tình trạng này gọi là tiểu đường thai kỳ. Bệnh thường khởi phát trong khoảng từ tuần thứ 24 đến 28 của thai kì. Tiểu đường thai kỳ có thể khiến thai phụ tăng nguy cơ đái tháo đường tuýp 2 sau này. Nếu không điều trị hoặc kiểm soát đường huyết mẹ bầu, thai nhi cũng có thể mắc bệnh tiểu đường, cũng như tăng nguy cơ biến chứng cho mẹ lẫn con trong thai kì và sinh nở.",Đái tháo đường thai kì là gì?,Tiểu đường thai kỳ,https://youmed.vn/tin-tuc/dai-thao-duong-thai-ki/
disease_15387,Bệnh đái tháo đường típ 2 có xu hướng ra sao hiện nay?,Bệnh đái tháo đường típ 2 đang có xu hướng trẻ hóa do lối sống tĩnh tại ngày nay.,"Người bệnh ở độ tuổi trung niên trở lên, có kèm thừa cân/béo phì và thường được phát hiện một cách tình cờ. Tuy nhiên, do lối sống tĩnh tại ngày nay, người ta ghi nhận các bệnh nhân mắc đái tháo đường típ 2 đang có xu hướng trẻ hóa.",Chẩn đoán đái tháo đường - Đái tháo đường típ 2,Đái tháo đường,https://youmed.vn/tin-tuc/cac-dau-hieu-nhan-biet-va-chan-doan-dai-thao-duong/
